premise,hypothesis,label,triplet_nr
The man wearing a colorful outfit is holding something in both hands and smiling for the camera.,a man posing happily for the camera,0,2330
Ten men inspect and gather huge fishing nets on a sandy beach.,People inspecting,0,2336
Ten men inspect and gather huge fishing nets on a sandy beach.,An empty field.,2,2336
Ten men inspect and gather huge fishing nets on a sandy beach.,Two women inspect fishing nets on a beach to catch fish to eat.,2,2336
Several people dressed in like jerseys roll an old cannon during a competition.,The people are at a reenactment.,1,2345
Several people dressed in like jerseys roll an old cannon during a competition.,Several people are rolling a cannon.,0,2345
Several people dressed in like jerseys roll an old cannon during a competition.,The people and the like jerseys are playing volleyball.,2,2345
A motorcyclist drives up the side of a green mountain while another bike remains stationary.,A motorcycle is going up the side of a mountain.,0,2416
A motorcyclist drives up the side of a green mountain while another bike remains stationary.,One Biker chases another on a Mountain Road.,2,2416
A motorcyclist drives up the side of a green mountain while another bike remains stationary.,There are two motorcycles but one is broken,1,2416
A woman who has lost one shoe is swinging.,A woman plays on a swing for the first time.,1,2436
A woman who has lost one shoe is swinging.,A man falls off a swing.,2,2436
A woman who has lost one shoe is swinging.,A woman wearing only one shoe swings.,0,2436
A man in blue clothing and a white turban rides a white horse past a vivid green tree and a orange and white house with purple fixtures.,a man rides a horse,0,2446
A man in blue clothing and a white turban rides a white horse past a vivid green tree and a orange and white house with purple fixtures.,The man is riding the horse to town.,1,2446
A man in blue clothing and a white turban rides a white horse past a vivid green tree and a orange and white house with purple fixtures.,"A man rides off with his beloved, carrying her on his noble stallion.",2,2446
A player on the white and blue team kicks a soccer ball toward his teammate while players on the red team watch.,The two players kicking the ball are on opposing teams.,2,2450
A player on the white and blue team kicks a soccer ball toward his teammate while players on the red team watch.,Professional athletes are playing an exciting game of soccer.,1,2450
A player on the white and blue team kicks a soccer ball toward his teammate while players on the red team watch.,Two teams of people are playing soccer.,0,2450
Outdoor market selling fruit and vegetables.,Fruit and vegetable are very popular in outdoor market selling.,1,2492
Outdoor market selling fruit and vegetables.,Fruit and vegetables sold outside.,0,2492
Outdoor market selling fruit and vegetables.,Fruit and vegetables cannot be sold outside.,2,2492
A guy is running away from a black bull.,The people are watching a movie.,2,2494
A guy is running away from a black bull.,A bull is chasing someone.,0,2494
A guy is running away from a black bull.,The clown is running from the bull.,1,2494
Many men wrestling in a pile of mulch.,People are wrestling in mulch.,0,2496
Many men wrestling in a pile of mulch.,Men are wrestling in mulch as part of a competition.,1,2496
Many men wrestling in a pile of mulch.,Many women are wrestling in a pile of mulch.,2,2496
Two woman wearing dresses are standing on a street in the sun.,the women are waiting to cross the street,1,2506
Two woman wearing dresses are standing on a street in the sun.,the women are wearing pants,2,2506
Two woman wearing dresses are standing on a street in the sun.,it is a very sunny day,0,2506
Two modern buildings made of glass and stone accent the setting.,Two buildings made of glass and stone overlook the beach,1,2530
Two modern buildings made of glass and stone accent the setting.,The two buildings are post-modern.,2,2530
Two modern buildings made of glass and stone accent the setting.,Two modern buildings are on fire.,2,2530
Men holding a fishing net on the beach.,Fishermen get ready to work.,0,2589
Men holding a fishing net on the beach.,Men holding a full fishing net.,1,2589
Men holding a fishing net on the beach.,Fishers lament not getting any fish for the day.,1,2589
A boy hits a ball off of a tee ball into to net.,A boy hits a ball off of a tee ball into to net just as his father showed him,1,2594
A boy hits a ball off of a tee ball into to net.,A boy plays a game,0,2594
A boy hits a ball off of a tee ball into to net.,A boy hits a ball off of a tee ball and wins the big game,2,2594
A brown-haired boy with a white shirt looking out the window of a bus or subway.,wolf sleeping,2,2613
A brown-haired boy with a white shirt looking out the window of a bus or subway.,boy going on trip,1,2613
A brown-haired boy with a white shirt looking out the window of a bus or subway.,boy looks out window,0,2613
Young Asian girl who looks upset at a children's outdoor playground.,A girl looks at a playground.,0,2620
Young Asian girl who looks upset at a children's outdoor playground.,A girl looks for her friend at a playground.,1,2620
Young Asian girl who looks upset at a children's outdoor playground.,The sad girl wants to go outside,1,2620
Several men are working on tiles together while sitting on the floor.,boy plays sega,2,2625
Several men are working on tiles together while sitting on the floor.,men repairing friends floor,1,2625
Several men are working on tiles together while sitting on the floor.,men work on tiles,0,2625
A young blond girl with a pink shirt on jumps high into the air while kicking her foot out and sticking her tongue out.,A girl sticks her tongue out.,0,2633
A young blond girl with a pink shirt on jumps high into the air while kicking her foot out and sticking her tongue out.,A girl teases her brother by sticking her tongue out at him as she plays.,1,2633
A young blond girl with a pink shirt on jumps high into the air while kicking her foot out and sticking her tongue out.,A young girl is cheerleading.,1,2633
Seven men chipping tiles with hammers.,The seven men chipping tiles are sweating nonstop.,1,2637
Seven men chipping tiles with hammers.,Seven men are lying tile in the bathroom.,2,2637
Seven men chipping tiles with hammers.,Men dancing in the street.,2,2637
Three young people planting flowers and covering the area with a tarp.,Three people are planting flower,0,2658
Three young people planting flowers and covering the area with a tarp.,three people in the basement watching movies,2,2658
Three young people planting flowers and covering the area with a tarp.,Some people are helping keep the church property beautiful.,1,2658
A young man in a white tank top views a laptop on a stone bench.,A man looks at his computer.,0,2695
